RT,RT_log,current_task,CurvCond,SizeCond,accuracy,condition,participant,block
612.939024390244,6.40733782522468,JudgeSize,Bo,Bi,0.977777777777778,01-SizeTask-BigBoxy,13,1
612.939024390244,6.40733782522468,JudgeSize,Bo,Bi,0.977777777777778,01-SizeTask-BigBoxy,13,4
655.520547945206,6.46483112108846,JudgeSize,Cu,Bi,0.944444444444444,02-SizeTask-BigCurvy,13,1
655.520547945206,6.46483112108846,JudgeSize,Cu,Bi,0.944444444444444,02-SizeTask-BigCurvy,13,4
657.925925925926,6.47050659937347,JudgeSize,Bo,Sm,0.933333333333333,03-SizeTask-SmallBoxy,13,1
657.925925925926,6.47050659937347,JudgeSize,Bo,Sm,0.933333333333333,03-SizeTask-SmallBoxy,13,4
608.987951807229,6.39585630859614,JudgeSize,Cu,Sm,0.961111111111111,04-SizeTask-SmallCurvy,13,1
608.987951807229,6.39585630859614,JudgeSize,Cu,Sm,0.961111111111111,04-SizeTask-SmallCurvy,13,4
570.738095238095,6.33183012383532,JudgeCurviness,Bo,Bi,0.972222222222222,05-CurvTask-BigBoxy,13,2
570.738095238095,6.33183012383532,JudgeCurviness,Bo,Bi,0.972222222222222,05-CurvTask-BigBoxy,13,3
609.717948717949,6.39710710240236,JudgeCurviness,Cu,Bi,0.911111111111111,06-CurvTask-BigCurvy,13,2
609.717948717949,6.39710710240236,JudgeCurviness,Cu,Bi,0.911111111111111,06-CurvTask-BigCurvy,13,3
602.837837837838,6.37755391381538,JudgeCurviness,Bo,Sm,0.961111111111111,07-CurvTask-SmallBoxy,13,2
602.837837837838,6.37755391381538,JudgeCurviness,Bo,Sm,0.961111111111111,07-CurvTask-SmallBoxy,13,3
607.721518987342,6.39623561854367,JudgeCurviness,Cu,Sm,0.972222222222222,08-CurvTask-SmallCurvy,13,2
607.721518987342,6.39623561854367,JudgeCurviness,Cu,Sm,0.972222222222222,08-CurvTask-SmallCurvy,13,3
646.179775280899,6.44375745444077,JudgeSize,Bo,Bi,0.977777777777778,01-SizeTask-BigBoxy,14,1
646.179775280899,6.44375745444077,JudgeSize,Bo,Bi,0.977777777777778,01-SizeTask-BigBoxy,14,4
638.280487804878,6.44183584040197,JudgeSize,Cu,Bi,0.983333333333333,02-SizeTask-BigCurvy,14,1
638.280487804878,6.44183584040197,JudgeSize,Cu,Bi,0.983333333333333,02-SizeTask-BigCurvy,14,4
648.792682926829,6.4475848577407,JudgeSize,Bo,Sm,0.972222222222222,03-SizeTask-SmallBoxy,14,1
648.792682926829,6.4475848577407,JudgeSize,Bo,Sm,0.972222222222222,03-SizeTask-SmallBoxy,14,4
620.771084337349,6.40593358771304,JudgeSize,Cu,Sm,0.988888888888889,04-SizeTask-SmallCurvy,14,1
620.771084337349,6.40593358771304,JudgeSize,Cu,Sm,0.988888888888889,04-SizeTask-SmallCurvy,14,4
626.146341463415,6.41776926327194,JudgeCurviness,Bo,Bi,0.994444444444444,05-CurvTask-BigBoxy,14,2
626.146341463415,6.41776926327194,JudgeCurviness,Bo,Bi,0.994444444444444,05-CurvTask-BigBoxy,14,3
638.172413793103,6.42650626673078,JudgeCurviness,Cu,Bi,0.961111111111111,06-CurvTask-BigCurvy,14,2
638.172413793103,6.42650626673078,JudgeCurviness,Cu,Bi,0.961111111111111,06-CurvTask-BigCurvy,14,3
617.313253012048,6.40227414581389,JudgeCurviness,Bo,Sm,0.966666666666667,07-CurvTask-SmallBoxy,14,2
617.313253012048,6.40227414581389,JudgeCurviness,Bo,Sm,0.966666666666667,07-CurvTask-SmallBoxy,14,3
639.954545454545,6.43645037222483,JudgeCurviness,Cu,Sm,0.977777777777778,08-CurvTask-SmallCurvy,14,2
639.954545454545,6.43645037222483,JudgeCurviness,Cu,Sm,0.977777777777778,08-CurvTask-SmallCurvy,14,3
419.204545454545,6.02623592104863,JudgeSize,Bo,Bi,0.977777777777778,01-SizeTask-BigBoxy,15,2
419.204545454545,6.02623592104863,JudgeSize,Bo,Bi,0.977777777777778,01-SizeTask-BigBoxy,15,3
457.082352941176,6.10469239227003,JudgeSize,Cu,Bi,0.861111111111111,02-SizeTask-BigCurvy,15,2
457.082352941176,6.10469239227003,JudgeSize,Cu,Bi,0.861111111111111,02-SizeTask-BigCurvy,15,3
554.869565217391,6.30410939261232,JudgeSize,Bo,Sm,0.95,03-SizeTask-SmallBoxy,15,2
554.869565217391,6.30410939261232,JudgeSize,Bo,Sm,0.95,03-SizeTask-SmallBoxy,15,3
492.5,6.19031493939683,JudgeSize,Cu,Sm,0.95,04-SizeTask-SmallCurvy,15,2
492.5,6.19031493939683,JudgeSize,Cu,Sm,0.95,04-SizeTask-SmallCurvy,15,3
440.188235294118,6.07199745777391,JudgeCurviness,Bo,Bi,1,05-CurvTask-BigBoxy,15,1
440.188235294118,6.07199745777391,JudgeCurviness,Bo,Bi,1,05-CurvTask-BigBoxy,15,4
500.076923076923,6.19935827426105,JudgeCurviness,Cu,Bi,0.988888888888889,06-CurvTask-BigCurvy,15,1
500.076923076923,6.19935827426105,JudgeCurviness,Cu,Bi,0.988888888888889,06-CurvTask-BigCurvy,15,4
489.05,6.16651256364792,JudgeCurviness,Bo,Sm,0.755555555555556,07-CurvTask-SmallBoxy,15,1
489.05,6.16651256364792,JudgeCurviness,Bo,Sm,0.755555555555556,07-CurvTask-SmallBoxy,15,4
481.555555555556,6.16942783331218,JudgeCurviness,Cu,Sm,0.938888888888889,08-CurvTask-SmallCurvy,15,1
481.555555555556,6.16942783331218,JudgeCurviness,Cu,Sm,0.938888888888889,08-CurvTask-SmallCurvy,15,4
612.444444444444,6.40446514029529,JudgeSize,Bo,Bi,0.961111111111111,01-SizeTask-BigBoxy,16,2
612.444444444444,6.40446514029529,JudgeSize,Bo,Bi,0.961111111111111,01-SizeTask-BigBoxy,16,3
603.05,6.39113820797304,JudgeSize,Cu,Bi,0.977777777777778,02-SizeTask-BigCurvy,16,2
603.05,6.39113820797304,JudgeSize,Cu,Bi,0.977777777777778,02-SizeTask-BigCurvy,16,3
595.814814814815,6.37758959745623,JudgeSize,Bo,Sm,0.977777777777778,03-SizeTask-SmallBoxy,16,2
595.814814814815,6.37758959745623,JudgeSize,Bo,Sm,0.977777777777778,03-SizeTask-SmallBoxy,16,3
647.518987341772,6.45449267025305,JudgeSize,Cu,Sm,0.961111111111111,04-SizeTask-SmallCurvy,16,2
647.518987341772,6.45449267025305,JudgeSize,Cu,Sm,0.961111111111111,04-SizeTask-SmallCurvy,16,3
524.481012658228,6.24556449419389,JudgeCurviness,Bo,Bi,0.961111111111111,05-CurvTask-BigBoxy,16,1
524.481012658228,6.24556449419389,JudgeCurviness,Bo,Bi,0.961111111111111,05-CurvTask-BigBoxy,16,4
555.024096385542,6.30792254136177,JudgeCurviness,Cu,Bi,0.966666666666667,06-CurvTask-BigCurvy,16,1
555.024096385542,6.30792254136177,JudgeCurviness,Cu,Bi,0.966666666666667,06-CurvTask-BigCurvy,16,4
533.47619047619,6.26745078649602,JudgeCurviness,Bo,Sm,0.983333333333333,07-CurvTask-SmallBoxy,16,1
533.47619047619,6.26745078649602,JudgeCurviness,Bo,Sm,0.983333333333333,07-CurvTask-SmallBoxy,16,4
534.113924050633,6.26538731333821,JudgeCurviness,Cu,Sm,0.955555555555556,08-CurvTask-SmallCurvy,16,1
534.113924050633,6.26538731333821,JudgeCurviness,Cu,Sm,0.955555555555556,08-CurvTask-SmallCurvy,16,4
550.682926829268,6.29840706191749,JudgeSize,Bo,Bi,0.994444444444444,01-SizeTask-BigBoxy,17,1
550.682926829268,6.29840706191749,JudgeSize,Bo,Bi,0.994444444444444,01-SizeTask-BigBoxy,17,4
561.069444444444,6.31950971786551,JudgeSize,Cu,Bi,0.966666666666667,02-SizeTask-BigCurvy,17,1
561.069444444444,6.31950971786551,JudgeSize,Cu,Bi,0.966666666666667,02-SizeTask-BigCurvy,17,4
619.786666666667,6.40493010357479,JudgeSize,Bo,Sm,0.938888888888889,03-SizeTask-SmallBoxy,17,1
619.786666666667,6.40493010357479,JudgeSize,Bo,Sm,0.938888888888889,03-SizeTask-SmallBoxy,17,4
564.481481481482,6.32021881812208,JudgeSize,Cu,Sm,1,04-SizeTask-SmallCurvy,17,1
564.481481481482,6.32021881812208,JudgeSize,Cu,Sm,1,04-SizeTask-SmallCurvy,17,4
528.541176470588,6.25848850214636,JudgeCurviness,Bo,Bi,0.983333333333333,05-CurvTask-BigBoxy,17,2
528.541176470588,6.25848850214636,JudgeCurviness,Bo,Bi,0.983333333333333,05-CurvTask-BigBoxy,17,3
502.089743589744,6.20881818175284,JudgeCurviness,Cu,Bi,0.961111111111111,06-CurvTask-BigCurvy,17,2
502.089743589744,6.20881818175284,JudgeCurviness,Cu,Bi,0.961111111111111,06-CurvTask-BigCurvy,17,3
583.706666666667,6.35149330761571,JudgeCurviness,Bo,Sm,0.944444444444444,07-CurvTask-SmallBoxy,17,2
583.706666666667,6.35149330761571,JudgeCurviness,Bo,Sm,0.944444444444444,07-CurvTask-SmallBoxy,17,3
480.204819277108,6.16637055801951,JudgeCurviness,Cu,Sm,0.983333333333333,08-CurvTask-SmallCurvy,17,2
480.204819277108,6.16637055801951,JudgeCurviness,Cu,Sm,0.983333333333333,08-CurvTask-SmallCurvy,17,3
652.851351351351,6.45805519712522,JudgeSize,Bo,Bi,0.95,01-SizeTask-BigBoxy,18,1
652.851351351351,6.45805519712522,JudgeSize,Bo,Bi,0.95,01-SizeTask-BigBoxy,18,4
620.246153846154,6.41828090967311,JudgeSize,Cu,Bi,0.9,02-SizeTask-BigCurvy,18,1
620.246153846154,6.41828090967311,JudgeSize,Cu,Bi,0.9,02-SizeTask-BigCurvy,18,4
656.545454545455,6.47570754782955,JudgeSize,Bo,Sm,0.983333333333333,03-SizeTask-SmallBoxy,18,1
656.545454545455,6.47570754782955,JudgeSize,Bo,Sm,0.983333333333333,03-SizeTask-SmallBoxy,18,4
657.571428571429,6.47657525773259,JudgeSize,Cu,Sm,0.911111111111111,04-SizeTask-SmallCurvy,18,1
657.571428571429,6.47657525773259,JudgeSize,Cu,Sm,0.911111111111111,04-SizeTask-SmallCurvy,18,4
663.41975308642,6.47955501552253,JudgeCurviness,Bo,Bi,0.922222222222222,05-CurvTask-BigBoxy,18,2
663.41975308642,6.47955501552253,JudgeCurviness,Bo,Bi,0.922222222222222,05-CurvTask-BigBoxy,18,3
614.691176470588,6.40608424891315,JudgeCurviness,Cu,Bi,0.872222222222222,06-CurvTask-BigCurvy,18,2
614.691176470588,6.40608424891315,JudgeCurviness,Cu,Bi,0.872222222222222,06-CurvTask-BigCurvy,18,3
698.5,6.52706725483641,JudgeCurviness,Bo,Sm,0.95,07-CurvTask-SmallBoxy,18,2
698.5,6.52706725483641,JudgeCurviness,Bo,Sm,0.95,07-CurvTask-SmallBoxy,18,3
639.958333333333,6.44065862248685,JudgeCurviness,Cu,Sm,0.938888888888889,08-CurvTask-SmallCurvy,18,2
639.958333333333,6.44065862248685,JudgeCurviness,Cu,Sm,0.938888888888889,08-CurvTask-SmallCurvy,18,3
524.357142857143,6.25477016464678,JudgeSize,Bo,Bi,0.977777777777778,01-SizeTask-BigBoxy,19,2
524.357142857143,6.25477016464678,JudgeSize,Bo,Bi,0.977777777777778,01-SizeTask-BigBoxy,19,3
568.475609756098,6.33297303712833,JudgeSize,Cu,Bi,0.955555555555556,02-SizeTask-BigCurvy,19,2
568.475609756098,6.33297303712833,JudgeSize,Cu,Bi,0.955555555555556,02-SizeTask-BigCurvy,19,3
602.470588235294,6.38840403960932,JudgeSize,Bo,Sm,0.944444444444444,03-SizeTask-SmallBoxy,19,2
602.470588235294,6.38840403960932,JudgeSize,Bo,Sm,0.944444444444444,03-SizeTask-SmallBoxy,19,3
543.655172413793,6.28365927584655,JudgeSize,Cu,Sm,0.994444444444444,04-SizeTask-SmallCurvy,19,2
543.655172413793,6.28365927584655,JudgeSize,Cu,Sm,0.994444444444444,04-SizeTask-SmallCurvy,19,3
498.164705882353,6.19406324378837,JudgeCurviness,Bo,Bi,0.994444444444444,05-CurvTask-BigBoxy,19,1
498.164705882353,6.19406324378837,JudgeCurviness,Bo,Bi,0.994444444444444,05-CurvTask-BigBoxy,19,4
517.6375,6.23589727040674,JudgeCurviness,Cu,Bi,0.955555555555556,06-CurvTask-BigCurvy,19,1
517.6375,6.23589727040674,JudgeCurviness,Cu,Bi,0.955555555555556,06-CurvTask-BigCurvy,19,4
533.822784810127,6.26109019844138,JudgeCurviness,Bo,Sm,0.983333333333333,07-CurvTask-SmallBoxy,19,1
533.822784810127,6.26109019844138,JudgeCurviness,Bo,Sm,0.983333333333333,07-CurvTask-SmallBoxy,19,4
506.886363636364,6.21529371400235,JudgeCurviness,Cu,Sm,0.988888888888889,08-CurvTask-SmallCurvy,19,1
506.886363636364,6.21529371400235,JudgeCurviness,Cu,Sm,0.988888888888889,08-CurvTask-SmallCurvy,19,4
574.86301369863,6.33959928828593,JudgeSize,Bo,Bi,0.955555555555556,01-SizeTask-BigBoxy,20,2
574.86301369863,6.33959928828593,JudgeSize,Bo,Bi,0.955555555555556,01-SizeTask-BigBoxy,20,3
606.170731707317,6.39203431984146,JudgeSize,Cu,Bi,0.961111111111111,02-SizeTask-BigCurvy,20,2
606.170731707317,6.39203431984146,JudgeSize,Cu,Bi,0.961111111111111,02-SizeTask-BigCurvy,20,3
580.329113924051,6.34953708631841,JudgeSize,Bo,Sm,0.972222222222222,03-SizeTask-SmallBoxy,20,2
580.329113924051,6.34953708631841,JudgeSize,Bo,Sm,0.972222222222222,03-SizeTask-SmallBoxy,20,3
617.171052631579,6.3938211896654,JudgeSize,Cu,Sm,0.883333333333333,04-SizeTask-SmallCurvy,20,2
617.171052631579,6.3938211896654,JudgeSize,Cu,Sm,0.883333333333333,04-SizeTask-SmallCurvy,20,3
667.569620253165,6.46796198174988,JudgeCurviness,Bo,Bi,0.95,05-CurvTask-BigBoxy,20,1
667.569620253165,6.46796198174988,JudgeCurviness,Bo,Bi,0.95,05-CurvTask-BigBoxy,20,4
655.379746835443,6.460992264169,JudgeCurviness,Cu,Bi,0.972222222222222,06-CurvTask-BigCurvy,20,1
655.379746835443,6.460992264169,JudgeCurviness,Cu,Bi,0.972222222222222,06-CurvTask-BigCurvy,20,4
594.09756097561,6.37028029945914,JudgeCurviness,Bo,Sm,0.977777777777778,07-CurvTask-SmallBoxy,20,1
594.09756097561,6.37028029945914,JudgeCurviness,Bo,Sm,0.977777777777778,07-CurvTask-SmallBoxy,20,4
735.529411764706,6.54704780033385,JudgeCurviness,Cu,Sm,0.938888888888889,08-CurvTask-SmallCurvy,20,1
735.529411764706,6.54704780033385,JudgeCurviness,Cu,Sm,0.938888888888889,08-CurvTask-SmallCurvy,20,4
546.549295774648,6.29509782539391,JudgeSize,Bo,Bi,0.955555555555556,01-SizeTask-BigBoxy,21,1
546.549295774648,6.29509782539391,JudgeSize,Bo,Bi,0.955555555555556,01-SizeTask-BigBoxy,21,4
591.281690140845,6.36412967292555,JudgeSize,Cu,Bi,0.961111111111111,02-SizeTask-BigCurvy,21,1
591.281690140845,6.36412967292555,JudgeSize,Cu,Bi,0.961111111111111,02-SizeTask-BigCurvy,21,4
607.859154929577,6.39763184252315,JudgeSize,Bo,Sm,0.933333333333333,03-SizeTask-SmallBoxy,21,1
607.859154929577,6.39763184252315,JudgeSize,Bo,Sm,0.933333333333333,03-SizeTask-SmallBoxy,21,4
574.987654320988,6.34323075162224,JudgeSize,Cu,Sm,0.972222222222222,04-SizeTask-SmallCurvy,21,1
574.987654320988,6.34323075162224,JudgeSize,Cu,Sm,0.972222222222222,04-SizeTask-SmallCurvy,21,4
549.582278481013,6.28549314846929,JudgeCurviness,Bo,Bi,0.927777777777778,05-CurvTask-BigBoxy,21,2
549.582278481013,6.28549314846929,JudgeCurviness,Bo,Bi,0.927777777777778,05-CurvTask-BigBoxy,21,3
528.184210526316,6.26002660493933,JudgeCurviness,Cu,Bi,0.927777777777778,06-CurvTask-BigCurvy,21,2
528.184210526316,6.26002660493933,JudgeCurviness,Cu,Bi,0.927777777777778,06-CurvTask-BigCurvy,21,3
565.527777777778,6.32341327465264,JudgeCurviness,Bo,Sm,0.916666666666667,07-CurvTask-SmallBoxy,21,2
565.527777777778,6.32341327465264,JudgeCurviness,Bo,Sm,0.916666666666667,07-CurvTask-SmallBoxy,21,3
506.518518518519,6.20798455695674,JudgeCurviness,Cu,Sm,0.955555555555556,08-CurvTask-SmallCurvy,21,2
506.518518518519,6.20798455695674,JudgeCurviness,Cu,Sm,0.955555555555556,08-CurvTask-SmallCurvy,21,3
684.081395348837,6.51072734947764,JudgeSize,Bo,Bi,0.983333333333333,01-SizeTask-BigBoxy,22,1
684.081395348837,6.51072734947764,JudgeSize,Bo,Bi,0.983333333333333,01-SizeTask-BigBoxy,22,4
743.848837209302,6.59032991082225,JudgeSize,Cu,Bi,0.977777777777778,02-SizeTask-BigCurvy,22,1
743.848837209302,6.59032991082225,JudgeSize,Cu,Bi,0.977777777777778,02-SizeTask-BigCurvy,22,4
758.407407407407,6.61598797642252,JudgeSize,Bo,Sm,0.977777777777778,03-SizeTask-SmallBoxy,22,1
758.407407407407,6.61598797642252,JudgeSize,Bo,Sm,0.977777777777778,03-SizeTask-SmallBoxy,22,4
780.3625,6.64156059130354,JudgeSize,Cu,Sm,0.994444444444444,04-SizeTask-SmallCurvy,22,1
780.3625,6.64156059130354,JudgeSize,Cu,Sm,0.994444444444444,04-SizeTask-SmallCurvy,22,4
639.8125,6.44310442009713,JudgeCurviness,Bo,Bi,0.994444444444444,05-CurvTask-BigBoxy,22,2
639.8125,6.44310442009713,JudgeCurviness,Bo,Bi,0.994444444444444,05-CurvTask-BigBoxy,22,3
616.569620253165,6.40888696499485,JudgeCurviness,Cu,Bi,0.994444444444444,06-CurvTask-BigCurvy,22,2
616.569620253165,6.40888696499485,JudgeCurviness,Cu,Bi,0.994444444444444,06-CurvTask-BigCurvy,22,3
648.658536585366,6.45692895285621,JudgeCurviness,Bo,Sm,0.977777777777778,07-CurvTask-SmallBoxy,22,2
648.658536585366,6.45692895285621,JudgeCurviness,Bo,Sm,0.977777777777778,07-CurvTask-SmallBoxy,22,3
611.158536585366,6.40002436964549,JudgeCurviness,Cu,Sm,0.966666666666667,08-CurvTask-SmallCurvy,22,2
611.158536585366,6.40002436964549,JudgeCurviness,Cu,Sm,0.966666666666667,08-CurvTask-SmallCurvy,22,3
501.15,6.20972214805326,JudgeSize,Bo,Bi,0.988888888888889,01-SizeTask-BigBoxy,23,2
501.15,6.20972214805326,JudgeSize,Bo,Bi,0.988888888888889,01-SizeTask-BigBoxy,23,3
551.450704225352,6.30104772942554,JudgeSize,Cu,Bi,0.961111111111111,02-SizeTask-BigCurvy,23,2
551.450704225352,6.30104772942554,JudgeSize,Cu,Bi,0.961111111111111,02-SizeTask-BigCurvy,23,3
529.932432432432,6.25686317051226,JudgeSize,Bo,Sm,0.916666666666667,03-SizeTask-SmallBoxy,23,2
529.932432432432,6.25686317051226,JudgeSize,Bo,Sm,0.916666666666667,03-SizeTask-SmallBoxy,23,3
503.121951219512,6.20908074077738,JudgeSize,Cu,Sm,0.988888888888889,04-SizeTask-SmallCurvy,23,2
503.121951219512,6.20908074077738,JudgeSize,Cu,Sm,0.988888888888889,04-SizeTask-SmallCurvy,23,3
524.583333333333,6.24619030351473,JudgeCurviness,Bo,Bi,0.977777777777778,05-CurvTask-BigBoxy,23,1
524.583333333333,6.24619030351473,JudgeCurviness,Bo,Bi,0.977777777777778,05-CurvTask-BigBoxy,23,4
530.155844155844,6.25763644157953,JudgeCurviness,Cu,Bi,0.938888888888889,06-CurvTask-BigCurvy,23,1
530.155844155844,6.25763644157953,JudgeCurviness,Cu,Bi,0.938888888888889,06-CurvTask-BigCurvy,23,4
572.5,6.32178979924548,JudgeCurviness,Bo,Sm,0.938888888888889,07-CurvTask-SmallBoxy,23,1
572.5,6.32178979924548,JudgeCurviness,Bo,Sm,0.938888888888889,07-CurvTask-SmallBoxy,23,4
523.129411764706,6.24298860003192,JudgeCurviness,Cu,Sm,0.977777777777778,08-CurvTask-SmallCurvy,23,1
523.129411764706,6.24298860003192,JudgeCurviness,Cu,Sm,0.977777777777778,08-CurvTask-SmallCurvy,23,4
565.382716049383,6.32141494625729,JudgeSize,Bo,Bi,0.983333333333333,01-SizeTask-BigBoxy,24,2
565.382716049383,6.32141494625729,JudgeSize,Bo,Bi,0.983333333333333,01-SizeTask-BigBoxy,24,3
558.9,6.30738978632988,JudgeSize,Cu,Bi,0.972222222222222,02-SizeTask-BigCurvy,24,2
558.9,6.30738978632988,JudgeSize,Cu,Bi,0.972222222222222,02-SizeTask-BigCurvy,24,3
581.358024691358,6.34804564699659,JudgeSize,Bo,Sm,0.994444444444444,03-SizeTask-SmallBoxy,24,2
581.358024691358,6.34804564699659,JudgeSize,Bo,Sm,0.994444444444444,03-SizeTask-SmallBoxy,24,3
612.839506172839,6.40078674549524,JudgeSize,Cu,Sm,0.994444444444444,04-SizeTask-SmallCurvy,24,2
612.839506172839,6.40078674549524,JudgeSize,Cu,Sm,0.994444444444444,04-SizeTask-SmallCurvy,24,3
507.916666666667,6.21713959246264,JudgeCurviness,Bo,Bi,0.972222222222222,05-CurvTask-BigBoxy,24,1
507.916666666667,6.21713959246264,JudgeCurviness,Bo,Bi,0.972222222222222,05-CurvTask-BigBoxy,24,4
532.867469879518,6.26832120304778,JudgeCurviness,Cu,Bi,0.966666666666667,06-CurvTask-BigCurvy,24,1
532.867469879518,6.26832120304778,JudgeCurviness,Cu,Bi,0.966666666666667,06-CurvTask-BigCurvy,24,4
525.058139534884,6.25068144622738,JudgeCurviness,Bo,Sm,0.972222222222222,07-CurvTask-SmallBoxy,24,1
525.058139534884,6.25068144622738,JudgeCurviness,Bo,Sm,0.972222222222222,07-CurvTask-SmallBoxy,24,4
500.511363636364,6.20322931088791,JudgeCurviness,Cu,Sm,0.972222222222222,08-CurvTask-SmallCurvy,24,1
500.511363636364,6.20322931088791,JudgeCurviness,Cu,Sm,0.972222222222222,08-CurvTask-SmallCurvy,24,4
